Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Central Europe Zrt.
Statement,Data,BrokerAddress,"Madach Imre ut 13-14, Floor 5, Budapest, 1075, Hungary"
Statement,Data,Title,Activity Statement
Statement,Data,Period,"January 5, 2021 - December 31, 2021"
Statement,Data,WhenGenerated,"2022-03-04, 16:04:33 EST"
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,Proceeds,Comm/Fee,Code
Trades,Data,Order,Stocks,CAD,BNS,"2021-02-25, 11:34:12",10,75.48,-754.8,-1,
Trades,SubTotal,,Stocks,CAD,BNS,,10,,-754.8,-1,
Trades,Data,Order,Stocks,CAD,ENB,"2021-02-19, 09:30:00",15,43.71,-655.65,-1,
Trades,SubTotal,,Stocks,CAD,ENB,,15,,-655.65,-1,
Trades,Data,Order,Stocks,CAD,MFC,"2021-11-30, 16:20:00",100,24.5,-2450,0,A
Trades,SubTotal,,Stocks,CAD,MFC,,100,,-2450,0,
Trades,Data,Order,Stocks,CAD,TD,"2021-02-25, 11:01:43",10,77.86,-778.6,-1,
Trades,SubTotal,,Stocks,CAD,TD,,10,,-778.6,-1,
Trades,Data,Order,Stocks,CAD,TRP,"2021-02-19, 09:30:11",10,57.15,-571.5,-1,
Trades,SubTotal,,Stocks,CAD,TRP,,10,,-571.5,-1,
Trades,Total,,Stocks,CAD,,,,,-5210.55,-4, 
Trades,Total,,Stocks,USD,,,,,-4100.300158,-3.17224, 
Trades,Data,Order,Stocks,EUR,EMIM,"2021-11-26, 09:20:06",4,30.98,-123.92,-1.8812392,
Trades,SubTotal,,Stocks,EUR,EMIM,,4,,-123.92,-1.8812392,
Trades,Data,Order,Stocks,EUR,FREd,"2021-12-10, 03:30:10",12,34,-408,-1.89408,
Trades,SubTotal,,Stocks,EUR,FREd,,12,,-408,-1.89408,
Trades,Total,,Stocks,EUR,,,,,-531.92,-3.7753192, 
Trades,Total,,Stocks,USD,,,,,-601.986256,-4.272716863, 
Trades,Data,Order,Stocks,RUB,GAZP,"2021-11-16, 07:45:00",150,338,-50700,-120.35,
Trades,SubTotal,,Stocks,RUB,GAZP,,150,,-50700,-120.35,
Trades,Total,,Stocks,RUB,,,,,-50700,-120.35, 
Trades,Total,,Stocks,USD,,,,,-693.8802,-1.6471101, 
Trades,Data,Order,Stocks,USD,ABNB,"2021-07-22, 13:58:10",2,139.49,-278.98,-1,
Trades,SubTotal,,Stocks,USD,ABNB,,2,,-278.98,-1,
Trades,Data,Order,Stocks,USD,AFL,"2021-02-04, 09:59:41",8,46.47,-371.76,-1,
Trades,SubTotal,,Stocks,USD,AFL,,8,,-371.76,-1,
Trades,Data,Order,Stocks,USD,AL,"2021-06-01, 15:59:19",10,48.2,-482,-1,
Trades,SubTotal,,Stocks,USD,AL,,10,,-482,-1,
Trades,Data,Order,Stocks,USD,AMGN,"2021-02-25, 13:38:27",2,227.29,-454.58,-1,
Trades,Data,Order,Stocks,USD,AMGN,"2021-06-01, 15:37:22",2,233.19,-466.38,-1,
Trades,SubTotal,,Stocks,USD,AMGN,,4,,-920.96,-2,
Trades,Data,Order,Stocks,USD,AQN,"2021-05-04, 10:25:08",32,15.9173,-509.3536,-1,
Trades,Data,Order,Stocks,USD,AQN,"2021-10-08, 09:35:57",68,14.555,-989.74,-0.36385725,
Trades,SubTotal,,Stocks,USD,AQN,,100,,-1499.0936,-1.36385725,
Trades,Data,Order,Stocks,USD,ASAN,"2021-11-15, 13:29:16",2,136.3365,-272.673,-0.35065725,
Trades,Data,Order,Stocks,USD,ASAN,"2021-12-14, 15:07:17",-2,64.85,129.7,-0.35155672,
Trades,SubTotal,,Stocks,USD,ASAN,,0,,-142.973,-0.70221397,
Trades,Data,Order,Stocks,USD,ATVI,"2021-02-25, 15:33:28",2,95.108,-190.216,-1,
Trades,Data,Order,Stocks,USD,ATVI,"2021-11-17, 15:22:28",-5,64.06,320.3,-0.34298578,
Trades,SubTotal,,Stocks,USD,ATVI,,-3,,130.084,-1.34298578,
Trades,Data,Order,Stocks,USD,AVGO,"2021-07-20, 09:30:12",1,467.4,-467.4,-1,
Trades,SubTotal,,Stocks,USD,AVGO,,1,,-467.4,-1,
Trades,Data,Order,Stocks,USD,BMY,"2021-02-17, 09:42:06",3,59.8093,-179.4279,-1,
Trades,SubTotal,,Stocks,USD,BMY,,3,,-179.4279,-1,
Trades,Data,Order,Stocks,USD,BTI,"2021-09-09, 09:30:00",17,37.12,-631.04,-1,
Trades,SubTotal,,Stocks,USD,BTI,,17,,-631.04,-1,
Trades,Data,Order,Stocks,USD,CI,"2021-09-29, 09:30:00",1,203.69,-203.69,-0.35145725,
Trades,SubTotal,,Stocks,USD,CI,,1,,-203.69,-0.35145725,
Trades,Data,Order,Stocks,USD,CLX,"2021-07-29, 09:30:00",3,182,-546,-1,
Trades,Data,Order,Stocks,USD,CLX,"2021-10-18, 12:20:37",-3,161.931,485.793,-0.353691794,
Trades,SubTotal,,Stocks,USD,CLX,,0,,-60.207,-1.353691794,
Trades,Data,Order,Stocks,USD,COUP,"2021-11-17, 14:40:37",-1,220.32,220.32,-0.351699882,
Trades,SubTotal,,Stocks,USD,COUP,,-1,,220.32,-0.351699882,
Trades,Data,Order,Stocks,USD,CRWD,"2021-11-15, 13:23:17",1,248.5,-248.5,-0.34835725,
Trades,SubTotal,,Stocks,USD,CRWD,,1,,-248.5,-0.34835725,
Trades,Data,Order,Stocks,USD,CSCO,"2021-10-11, 09:30:02",-23,55.23,1270.29,-0.398572729,
Trades,SubTotal,,Stocks,USD,CSCO,,-23,,1270.29,-0.398572729,
Trades,Data,Order,Stocks,USD,CVS,"2021-10-11, 09:30:00",-4,84.62,338.48,-0.357259498,
Trades,SubTotal,,Stocks,USD,CVS,,-4,,338.48,-0.357259498,
Trades,Data,Order,Stocks,USD,DOCN,"2021-12-10, 09:43:54",3,87.65,-262.95,-0.34725725,
Trades,Data,Order,Stocks,USD,DOCN,"2021-12-14, 15:18:34",-3,73.642,220.926,-0.352340973,
Trades,SubTotal,,Stocks,USD,DOCN,,0,,-42.024,-0.699598223,
Trades,Data,Order,Stocks,USD,DOCU,"2021-09-08, 13:47:40",1,283.53,-283.53,-1,
Trades,Data,Order,Stocks,USD,DOCU,"2021-10-21, 13:58:47",1,279.125,-279.125,-0.35045725,
Trades,Data,Order,Stocks,USD,DOCU,"2021-12-27, 12:48:33",-2,156.23,312.46,-0.352488796,
Trades,SubTotal,,Stocks,USD,DOCU,,0,,-250.195,-1.702946046,
Trades,Data,Order,Stocks,USD,ENB,"2021-05-07, 12:00:22",13,39.4273,-512.5549,-1,
Trades,SubTotal,,Stocks,USD,ENB,,13,,-512.5549,-1,
Trades,Data,Order,Stocks,USD,EPD,"2021-06-01, 10:25:56",30,23.9,-717,-1,
Trades,Data,Order,Stocks,USD,EPD,"2021-10-11, 12:43:46",70,23.71,-1659.7,-0.28025725,
Trades,Data,Order,Stocks,USD,EPD,"2021-12-27, 12:49:18",-100,21.51,2151,-0.23312735,
Trades,SubTotal,,Stocks,USD,EPD,,0,,-225.7,-1.5133846,
Trades,Data,Order,Stocks,USD,FDX,"2021-09-29, 09:30:01",1,223,-223,-0.35145725,
Trades,SubTotal,,Stocks,USD,FDX,,1,,-223,-0.35145725,
Trades,Data,Order,Stocks,USD,FTS,"2021-03-12, 11:50:56",8,41.8,-334.4,-1,
Trades,Data,Order,Stocks,USD,FTS,"2021-05-26, 15:06:04",10,45.58,-455.8,-1,
Trades,SubTotal,,Stocks,USD,FTS,,18,,-790.2,-2,
Trades,Data,Order,Stocks,USD,HRL,"2021-02-03, 15:17:08",5,47.858,-239.29,-1,
Trades,Data,Order,Stocks,USD,HRL,"2021-10-18, 12:29:18",-5,42.76,213.8,-0.34694263,
Trades,SubTotal,,Stocks,USD,HRL,,0,,-25.49,-1.34694263,
Trades,Data,Order,Stocks,USD,IBM,"2021-10-05, 09:32:37",-6,144.63,867.78,-0.356596928,
Trades,SubTotal,,Stocks,USD,IBM,,-6,,867.78,-0.356596928,
Trades,Data,Order,Stocks,USD,INTC,"2021-09-23, 09:47:10",5,54.09,-270.45,-1,
Trades,Data,Order,Stocks,USD,INTC,"2021-10-18, 10:19:49",5,54.16,-270.8,-0.36525725,
Trades,Data,Order,Stocks,USD,INTC,"2021-10-22, 13:34:57",5,49.355,-246.775,-0.35125725,
Trades,Data,Order,Stocks,USD,INTC,"2021-12-14, 15:54:00",-19,49.65,943.35,-0.321229335,
Trades,SubTotal,,Stocks,USD,INTC,,-4,,155.325,-2.037743835,
Trades,Data,Order,Stocks,USD,INTU,"2021-12-14, 09:37:44",-1,654.13,654.13,-0.353912313,
Trades,SubTotal,,Stocks,USD,INTU,,-1,,654.13,-0.353912313,
Trades,Data,Order,Stocks,USD,IRM,"2021-10-18, 12:19:14",-9,45.225,407.025,-0.355204077,
Trades,SubTotal,,Stocks,USD,IRM,,-9,,407.025,-0.355204077,
Trades,Data,Order,Stocks,USD,JNJ,"2021-01-29, 10:42:22",3,164.62,-493.86,-1,
Trades,SubTotal,,Stocks,USD,JNJ,,3,,-493.86,-1,
Trades,Data,Order,Stocks,USD,KMB,"2021-01-26, 12:50:09",3,134.36,-403.08,-1,
Trades,SubTotal,,Stocks,USD,KMB,,3,,-403.08,-1,
Trades,Data,Order,Stocks,USD,KR,"2021-09-10, 13:10:15",10,42.735,-427.35,-1,
Trades,SubTotal,,Stocks,USD,KR,,10,,-427.35,-1,
Trades,Data,Order,Stocks,USD,LMND,"2021-02-25, 11:57:01",2,127.34,-254.68,-1,
Trades,Data,Order,Stocks,USD,LMND,"2021-12-14, 15:06:30",-6,41.41,248.46,-0.353438396,
Trades,SubTotal,,Stocks,USD,LMND,,-4,,-6.22,-1.353438396,
Trades,Data,Order,Stocks,USD,LMT,"2021-02-26, 15:57:27",1,331.75,-331.75,-1,
Trades,SubTotal,,Stocks,USD,LMT,,1,,-331.75,-1,
Trades,Data,Order,Stocks,USD,MFC,"2021-08-02, 12:48:44",25,19.27,-481.75,-1,
Trades,Data,Order,Stocks,USD,MFC,"2021-11-18, 13:10:05",-25,19.895,497.375,-0.360768863,
Trades,SubTotal,,Stocks,USD,MFC,,0,,15.625,-1.360768863,
Trades,Data,Order,Stocks,USD,MKTX,"2021-01-20, 12:13:59",-1,514.6,514.6,-1.01149166,
Trades,SubTotal,,Stocks,USD,MKTX,,-1,,514.6,-1.01149166,
Trades,Data,Order,Stocks,USD,MMM,"2021-01-29, 10:43:46",2,178.82,-357.64,-1,
Trades,SubTotal,,Stocks,USD,MMM,,2,,-357.64,-1,
Trades,Data,Order,Stocks,USD,MRK,"2021-09-16, 11:07:02",5,71.78,-358.9,-1,
Trades,SubTotal,,Stocks,USD,MRK,,5,,-358.9,-1,
Trades,Data,Order,Stocks,USD,MSFT,"2021-12-03, 14:40:36",-3,320,960,-0.34981025,
Trades,SubTotal,,Stocks,USD,MSFT,,-3,,960,-0.34981025,
Trades,Data,Order,Stocks,USD,NFLX,"2021-05-05, 13:48:40",1,501.55,-501.55,-1,
Trades,SubTotal,,Stocks,USD,NFLX,,1,,-501.55,-1,
Trades,Data,Order,Stocks,USD,O,"2021-02-26, 12:38:56",5,60.99,-304.95,-1,
Trades,Data,Order,Stocks,USD,O,"2021-03-02, 10:09:40",4,59.98,-239.92,-1,
Trades,SubTotal,,Stocks,USD,O,,9,,-544.87,-2,
Trades,Data,Order,Stocks,USD,OGN,"2021-07-26, 10:29:53",14,29.94,-419.16,-1,
Trades,SubTotal,,Stocks,USD,OGN,,14,,-419.16,-1,
Trades,Data,Order,Stocks,USD,OKTA,"2021-03-03, 15:11:59",1,243.31,-243.31,-1,
Trades,SubTotal,,Stocks,USD,OKTA,,1,,-243.31,-1,
Trades,Data,Order,Stocks,USD,ONL,"2021-11-12, 20:25:00",-0.9,32.1163,28.90467,0,
Trades,Data,Order,Stocks,USD,ONL,"2021-11-12, 20:25:00",0.9,32.1163,-28.90467,0,Ca
Trades,Data,Order,Stocks,USD,ONL,"2021-11-12, 20:25:00",-0.9,21.3,19.17,0,
Trades,Data,Order,Stocks,USD,ONL,"2021-12-16, 14:33:46",25,18.35,-458.75,-0.43025725,
Trades,SubTotal,,Stocks,USD,ONL,,24.1,,-439.58,-0.43025725,
Trades,Data,Order,Stocks,USD,PAYC,"2021-07-20, 09:48:45",1,370,-370,-1,
Trades,SubTotal,,Stocks,USD,PAYC,,1,,-370,-1,
Trades,Data,Order,Stocks,USD,PEP,"2021-02-25, 11:05:47",4,131.46,-525.84,-1,
Trades,SubTotal,,Stocks,USD,PEP,,4,,-525.84,-1,
Trades,Data,Order,Stocks,USD,PLTR,"2021-01-20, 11:45:03",-20,26.5,530,-1.014093,
Trades,SubTotal,,Stocks,USD,PLTR,,-20,,530,-1.014093,
Trades,Data,Order,Stocks,USD,PM,"2021-02-08, 12:02:13",6,85.115,-510.69,-1,
Trades,SubTotal,,Stocks,USD,PM,,6,,-510.69,-1,
Trades,Data,Order,Stocks,USD,QCOM,"2021-02-04, 09:56:31",-3,148.51,445.53,-1.010203213,
Trades,SubTotal,,Stocks,USD,QCOM,,-3,,445.53,-1.010203213,
Trades,Data,Order,Stocks,USD,RIO,"2021-08-23, 12:44:30",7,73.31,-513.17,-1,
Trades,Data,Order,Stocks,USD,RIO,"2021-10-13, 11:56:29",2,68.25,-136.5,-0.35625725,
Trades,Data,Order,Stocks,USD,RIO,"2021-10-20, 15:38:36",5,68.13,-340.65,-0.35075725,
Trades,Data,Order,Stocks,USD,RIO,"2021-11-04, 09:30:01",4,61.38,-245.52,-0.35505725,
Trades,SubTotal,,Stocks,USD,RIO,,18,,-1235.84,-2.06207175,
Trades,Data,Order,Stocks,USD,ROKU,"2021-01-20, 12:16:43",-1,430.53,430.53,-1.009633713,
Trades,SubTotal,,Stocks,USD,ROKU,,-1,,430.53,-1.009633713,
Trades,Data,Order,Stocks,USD,SE,"2021-11-17, 13:50:24",-2,313.38,626.76,-0.354091726,
Trades,SubTotal,,Stocks,USD,SE,,-2,,626.76,-0.354091726,
Trades,Data,Order,Stocks,USD,SKLZ,"2021-03-04, 13:58:16",12,27.18,-326.16,-1,
Trades,Data,Order,Stocks,USD,SKLZ,"2021-03-11, 15:49:14",10,28.4,-284,-1,
Trades,Data,Order,Stocks,USD,SKLZ,"2021-12-14, 15:05:40",-22,8.16,179.52,-0.358190802,
Trades,SubTotal,,Stocks,USD,SKLZ,,0,,-430.64,-2.358190802,
Trades,Data,Order,Stocks,USD,SNOW,"2021-09-09, 09:30:49",1,312,-312,-1,
Trades,SubTotal,,Stocks,USD,SNOW,,1,,-312,-1,
Trades,Data,Order,Stocks,USD,T,"2021-12-14, 15:15:09",-7,22.4,156.8,-0.35328993,
Trades,SubTotal,,Stocks,USD,T,,-7,,156.8,-0.35328993,
Trades,Data,Order,Stocks,USD,TDOC,"2021-10-08, 09:30:01",-1,131.62,131.62,-0.352247512,
Trades,SubTotal,,Stocks,USD,TDOC,,-1,,131.62,-0.352247512,
Trades,Data,Order,Stocks,USD,TTD,"2021-12-14, 09:31:43",-10,90,900,-0.33703725,
Trades,SubTotal,,Stocks,USD,TTD,,-10,,900,-0.33703725,
Trades,Data,Order,Stocks,USD,TU,"2021-05-14, 10:00:04",24,21.719,-521.256,-1,
Trades,SubTotal,,Stocks,USD,TU,,24,,-521.256,-1,
Trades,Data,Order,Stocks,USD,TWLO,"2021-11-17, 14:39:02",-1,302.87,302.87,-0.352120887,
Trades,SubTotal,,Stocks,USD,TWLO,,-1,,302.87,-0.352120887,
Trades,Data,Order,Stocks,USD,U,"2021-02-08, 11:53:21",-5,125.19,625.95,-1.014428495,
Trades,SubTotal,,Stocks,USD,U,,-5,,625.95,-1.014428495,
Trades,Data,Order,Stocks,USD,UPST,"2021-06-08, 15:07:18",2,165.12,-330.24,-1,
Trades,Data,Order,Stocks,USD,UPST,"2021-07-27, 10:07:20",2,117.76,-235.52,-1,
Trades,SubTotal,,Stocks,USD,UPST,,4,,-565.76,-2,
Trades,Data,Order,Stocks,USD,VTRS,"2021-05-11, 09:43:06",37,15.115,-559.255,-1,
Trades,Data,Order,Stocks,USD,VTRS,"2021-12-07, 16:20:00",100,14,-1400,0,A
Trades,Data,Order,Stocks,USD,VTRS,"2021-12-14, 10:09:40",-40,13.075,523,-0.36568455,
Trades,SubTotal,,Stocks,USD,VTRS,,97,,-1436.255,-1.36568455,
Trades,Data,Order,Stocks,USD,WPC,"2021-09-09, 09:30:00",5,78.84,-394.2,-1,
Trades,SubTotal,,Stocks,USD,WPC,,5,,-394.2,-1,
Trades,Data,Order,Stocks,USD,ZBRA,"2021-12-14, 09:37:55",-1,593.09,593.09,-0.356601009,
Trades,SubTotal,,Stocks,USD,ZBRA,,-1,,593.09,-0.356601009,
Trades,Data,Order,Stocks,USD,ZM,"2021-03-12, 09:48:42",1,345.2,-345.2,-1,
Trades,Data,Order,Stocks,USD,ZM,"2021-12-14, 15:10:43",-3,182.67,548.01,-0.354009101,
Trades,SubTotal,,Stocks,USD,ZM,,-2,,202.81,-1.354009101,
Trades,Data,Order,Stocks,USD,ZS,"2021-06-01, 15:39:50",2,192.147,-384.294,-1,
Trades,Data,Order,Stocks,USD,ZS,"2021-12-14, 09:40:53",-2,285,570,-0.34960225,
Trades,SubTotal,,Stocks,USD,ZS,,0,,185.706,-1.34960225,
Trades,Total,,Stocks,USD,,,,,-7719.6214,-64.436952912, 
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,Proceeds,Comm/Fee,Code
Trades,Data,Order,Equity and Index Options,CAD,MFC 03DEC21 24.5 P,"2021-11-18, 13:22:16",-1,0.25,25,-1.5,
Trades,Data,Order,Equity and Index Options,CAD,MFC 03DEC21 24.5 P,"2021-11-30, 16:20:00",1,0,0,0,A;C
Trades,SubTotal,,Equity and Index Options,CAD,MFC 03DEC21 24.5 P,,0,,25,-1.5,
Trades,Data,Order,Equity and Index Options,CAD,MFC 31DEC21 24.5 C,"2021-12-10, 13:06:04",-1,0.21,21,-1.5,
Trades,SubTotal,,Equity and Index Options,CAD,MFC 31DEC21 24.5 C,,-1,,21,-1.5,
Trades,Total,,Equity and Index Options,CAD,,,,,46,-3, 
Trades,Total,,Equity and Index Options,USD,,,,,36.34126,-2.36907, 
Trades,Data,Order,Equity and Index Options,USD,AQN 21JAN22 15.0 C,"2021-10-11, 11:28:44",-1,0.38,38,-0.1945438,
Trades,SubTotal,,Equity and Index Options,USD,AQN 21JAN22 15.0 C,,-1,,38,-0.1945438,
Trades,Data,Order,Equity and Index Options,USD,EPD 05NOV21 24.0 C,"2021-10-11, 14:45:02",-1,0.27,27,-0.8444877,
Trades,Data,Order,Equity and Index Options,USD,EPD 05NOV21 24.0 C,"2021-11-05, 16:20:00",1,0,0,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,EPD 05NOV21 24.0 C,,0,,27,-0.8444877,
Trades,Data,Order,Equity and Index Options,USD,EPD 26NOV21 23.5 C,"2021-11-08, 10:15:13",-1,0.17,17,-1.0234367,
Trades,Data,Order,Equity and Index Options,USD,EPD 26NOV21 23.5 C,"2021-11-26, 16:20:00",1,0,0,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,EPD 26NOV21 23.5 C,,0,,17,-1.0234367,
Trades,Data,Order,Equity and Index Options,USD,EPD 23DEC21 21.5 C,"2021-12-16, 12:20:50",-1,0.15,15,-0.7234265,
Trades,Data,Order,Equity and Index Options,USD,EPD 23DEC21 21.5 C,"2021-12-23, 16:20:00",1,0,0,0,C;Ep
Trades,SubTotal,,Equity and Index Options,USD,EPD 23DEC21 21.5 C,,0,,15,-0.7234265,
Trades,Data,Order,Equity and Index Options,USD,EPD 04FEB22 21.0 P,"2021-12-29, 13:49:12",-1,0.48,48,-0.7235948,
Trades,SubTotal,,Equity and Index Options,USD,EPD 04FEB22 21.0 P,,-1,,48,-0.7235948,
Trades,Data,Order,Equity and Index Options,USD,GOLD 10DEC21 18.0 P,"2021-11-09, 10:21:19",-1,0.25,25,-1.0234775,
Trades,Data,Order,Equity and Index Options,USD,GOLD 10DEC21 18.0 P,"2021-11-12, 12:18:47",1,0.08,-8,-1.02135,
Trades,SubTotal,,Equity and Index Options,USD,GOLD 10DEC21 18.0 P,,0,,17,-2.0448275,
Trades,Data,Order,Equity and Index Options,USD,INTC 14JAN22 47.0 P,"2021-12-14, 15:22:01",-1,0.66,66,-1.0236866,
Trades,Data,Order,Equity and Index Options,USD,INTC 14JAN22 47.0 P,"2021-12-28, 11:48:37",1,0.12,-12,-0.82135,
Trades,SubTotal,,Equity and Index Options,USD,INTC 14JAN22 47.0 P,,0,,54,-1.8450366,
Trades,Data,Order,Equity and Index Options,USD,VTRS 10DEC21 14.0 P,"2021-11-12, 12:30:57",-1,0.36,36,-0.2235336,
Trades,Data,Order,Equity and Index Options,USD,VTRS 10DEC21 14.0 P,"2021-12-07, 16:20:00",1,0,0,0,A;C
Trades,SubTotal,,Equity and Index Options,USD,VTRS 10DEC21 14.0 P,,0,,36,-0.2235336,
Trades,Data,Order,Equity and Index Options,USD,VTRS 14JAN22 14.0 C,"2021-12-14, 10:14:41",-1,0.25,25,-0.2734775,
Trades,SubTotal,,Equity and Index Options,USD,VTRS 14JAN22 14.0 C,,-1,,25,-0.2734775,
Trades,Total,,Equity and Index Options,USD,,,,,277,-7.8963647, 
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,Proceeds,Comm in USD,Code
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-02-19, 09:32:00",-973,1.2629,1228.8017,-2,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-02-19, 09:32:21",-1,1.26277,1.26277,0,L
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-02-19, 16:30:00",0.7214,1.2615,-0.9100461,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-02-25, 11:03:43",-623,1.2515,779.6845,0,L
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-02-25, 11:35:13",-604,1.25185,756.1174,0,L
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-02-25, 16:30:00",0.3253,1.2603,-0.40997559,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-04-29, 16:30:00",6.2296,1.228,-7.6499488,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-05-03, 16:30:00",11.4849,1.2277,-14.10001173,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-06-02, 16:30:00",8.8416,1.2034,-10.63998144,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-07-29, 16:30:00",6.1461,1.2447,-7.65005067,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-08-02, 16:30:00",5.9096,1.2505,-7.3899548,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-08-04, 16:30:00",5.3513,1.2539,-6.70999507,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-09-02, 16:30:00",8.4761,1.2553,-10.64004833,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-10-28, 16:30:00",6.1968,1.2345,-7.6499496,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-11-01, 16:30:00",5.9741,1.237,-7.3899617,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-11-02, 16:30:00",5.4065,1.2411,-6.71000715,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-11-18, 16:30:00",18.6493,1.2601,-23.49998293,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-12-01, 04:52:26","-1,923",1.27415,2450.19045,-0.03835014,L
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-12-01, 16:30:00",0.1482,1.2821,-0.19000722,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-12-02, 16:30:00",8.308,1.2807,-10.6400556,0,
Trades,Data,Order,Forex,CAD,USD.CAD,"2021-12-10, 16:30:00",15.323,1.2726,-19.5000498,0,
Trades,SubTotal,,Forex,CAD,USD.CAD,,-4010.5082,,5074.37679347,-2.03835014,
Trades,Total,,Forex,CAD,,,,,5074.37679347,-2.03835014, 
Trades,Total,,Forex,USD,,,,,3991.173295648,-2.03835014, 
Trades,Data,Order,Forex,PLN,USD.PLN,"2021-06-08, 15:09:19",253,3.6658,-927.4474,0,L
Trades,Data,Order,Forex,PLN,USD.PLN,"2021-10-13, 11:57:29",14,3.95835,-55.4169,0,L
Trades,SubTotal,,Forex,PLN,USD.PLN,,267,,-982.8643,0,
Trades,Total,,Forex,PLN,,,,,-982.8643,0, 
Trades,Total,,Forex,USD,,,,,-267.020399481,0, 
Trades,Data,Order,Forex,RUB,USD.RUB,"2021-11-16, 07:47:01",-696,73.09685,50875.4076,0,L
Trades,SubTotal,,Forex,RUB,USD.RUB,,-696,,50875.4076,0,
Trades,Total,,Forex,RUB,,,,,50875.4076,0, 
Trades,Total,,Forex,USD,,,,,696.280828414,0, 
Trades,Data,Order,Forex,USD,EUR.USD,"2021-11-26, 09:21:07",126,1.129,-142.254,0,L
Trades,Data,Order,Forex,USD,EUR.USD,"2021-11-30, 19:51:12",-0.1987608,1.13385,0.225364933,0,
Trades,Data,Order,Forex,USD,EUR.USD,"2021-12-10, 03:31:10",410,1.12885,-462.8285,0,L
Trades,Data,Order,Forex,USD,EUR.USD,"2021-12-14, 19:52:13",-0.10592,1.12585,0.119250032,0,
Trades,SubTotal,,Forex,USD,EUR.USD,,535.6953192,,-604.737885035,0,
Trades,Data,Order,Forex,USD,PLN.USD,"2021-10-15, 19:44:08",-17.1357,0.25358616,4.345376362,0,
Trades,SubTotal,,Forex,USD,PLN.USD,,-17.1357,,4.345376362,0,
Trades,Data,Order,Forex,USD,RUB.USD,"2021-11-16, 16:30:00",-55.06,0.013686,0.75355116,0,
Trades,Data,Order,Forex,USD,RUB.USD,"2021-12-03, 16:30:00",0.04,0.013518,-0.00054072,0,
Trades,SubTotal,,Forex,USD,RUB.USD,,-55.02,,0.75301044,0,
Trades,Total,,Forex,USD,,,,,-599.639498233,0, 
